Station Name,Street Address,City,ZIP,Latitude,Longitude,ID
Clean Energy - San Antonio Flying J #737,1815 N Foster Rd,San Antonio,78244,29.446369,-98.362307,61388
GAIN Clean Fuel - Columbus,1710 Atlas St,Columbus,43228,39.983902,-83.142073,61427
City of Redlands,1270 W Park Ave,Redlands,92373,34.059452,-117.201618,61431
PG&E - Martin Service Center,3100 Geneva Ave,Daly City,94014,37.705824,-122.411218,61447
GAIN Clean Fuel - Santa Ana,1601 E 1st St,Santa Ana,92701,33.745814,-117.84668,61481
GAIN Clean Fuel - Middleton Farmers Co-op Co,1755 Pleasant View Rd,Middleton,53562,43.09407,-89.534911,61534
Tesei Petroleum,1300 S Gateway Dr,Madera,93637,36.950158,-120.04964,61537
GAIN Clean Fuel - Indianapolis,8781 Zionsville Rd,Indianapolis,46268,39.913404,-86.259803,61611
Sevier County Utility District,420 Robert Henderson Rd,Sevierville,37862,35.869632,-83.540182,61650
Trillium,13233 Cornhusker Rd,Omaha,68138,41.161411,-96.120182,61661
Shell - Food Mart #23,1600 US Highway 11 S,Meridian,39307,32.347423,-88.736754,61680
L T Verrastro Inc,700 Moosic Rd,Old Forge,18518,41.3634,-75.730103,61681
Waste Pro,400 S Bay St,Bunnell,32110,29.46307,-81.255936,61682
EZ Go #58,Mile 66.5 Indian Nation Turnpike,McAlester,74501,34.907926,-95.825663,61707
First Alt Fuel Inc,425 N Bois-D-Arc,Tyler,75702,32.354553,-95.302495,61853
GAIN Clean Fuel - Calera,8280 Highway 25,Calera,35040,33.09335,-86.792432,61864
Piedmont Natural Gas - Greensboro,2611 Greengate Dr,Greensboro,27406,36.02452,-79.797974,61868
Hutch's C-Store #120,610 NE Highway 66,Sayre,73662,35.309665,-99.631741,61871
Elizabethtown Gas,520 Green Ln,Union,7083,40.676438,-74.248373,61897
CNGnGo,4333 W 530 Rd,Pryor Creek,74361,36.249164,-95.333829,62063
OnCue Express #116 - C-Store,3901 Northwest Expy,Oklahoma City,73112,35.536179,-97.587006,62065
Bennett Steel - CNGnGo,2210 Industrial Rd,Sapulpa,74066,36.025034,-96.104651,62066
CLEANCOR,255 E Commercial Ave,El Centro,92243,32.794671,-115.539473,62105
GAIN Clean Fuel - Carthage,1058 Highway 59 S,Carthage,75633,32.181782,-94.334174,62106
St. Cloud Metro Bus,665 Franklin Ave,St. Cloud,56304,45.575899,-94.149195,62108
IGS CNG Services - City of Dayton,1830 E Monument Ave,Dayton,45402,39.771034,-84.165929,62112
Muncie Sanitary District,900 E Centennial Ave,Muncie,47303,40.20875,-85.376303,62230
American Natural Gas - ampCNG,107 Tilton Rd SE,Dalton,30721,34.65542,-84.978235,62257
Piedmont Natural Gas - Nashville,541 Spence Ln,Nashville,37210,36.1425,-86.722855,62264
Mannford Compressed Natural Gas,210 E Trower Blvd,Mannford,74044,36.127057,-96.352955,62266
Sparq - Trinidad,806 E Goddard Ave,Trinidad,81082,37.183969,-104.499646,62268
CHS Inc,1833 130th St,Fairmont,56031,43.672641,-94.51018,62310
Oklahoma City Solid Waste Division,11501 N Portland Ave,Oklahoma City,73120,35.58558,-97.58744,62313
Northeast Mississippi Natural Gas District,689 Hodges Dr,Mantachie,38855,34.324116,-88.492641,62381
High Plains Bioenergy,3271 US Highway 54,Guymon,73942,36.7065958,-101.4432073,62382
American Natural Gas,4100 Heckscher Dr,Jacksonville,32226,30.40993,-81.558774,62410
American Natural Gas,9711 Mining Dr,Jacksonville,32257,30.186846,-81.56631,62411
Trillium - Dillon Transport,1009 E Canal St,Mulberry,33860,27.89457,-81.964574,62412
All American Waste,19 Wheeler St,New Haven,6512,41.294864,-72.899122,62443
Gibson County Utility District,657 N College St,Trenton,38382,36.00506672,-88.94796719,62445
American Natural Gas,4011 16th St SW,Canton,44710,40.783185,-81.420644,62451
American Natural Gas,330 Farm to Market 1189,Brock,76087,32.698811,-97.959199,62454
GAIN Clean Fuel - Nexus Natural Gas,380 Grand Island Blvd,Tonawanda,14150,42.983441,-78.91425,62471
American Natural Gas,1130 W Highway 2570,Newport,37821,35.972547,-83.247995,62538
GAIN Clean Fuel - Aurora,19401 E 32nd Pkwy,Aurora,80011,39.75968,-104.761488,62543
GAIN Clean Fuel - Fort Wayne,10317 Bluffton Rd,Fort Wayne,46809,40.989957,-85.168267,62544
GAIN Clean Fuel - Gary,6700 W 15th Ave,Gary,46406,41.58805,-87.419547,62545
Refuel CNG,1330 W Jackson St,Thomasville,31792,30.818047,-83.999657,62603
Martindale Propane,251 Commerce Dr,New Holland,17557,40.087252,-76.095113,62618
Domino Express #9,1303 W 3rd St,Elk City,73644,35.41212,-99.419965,62741
Stirk CNG - Clean Energy - Sapp Bros Travel Center,7120 E 49th Ave,Denver,80022,39.78448,-104.904545,62773
Clean Energy - Albuquerque Flying J #689,9911 Avalon Rd NW,Albuquerque,87105,35.079896,-106.746225,62775
Independence Fuel Systems,902 Mobile Dr,Longview,75604,32.496167,-94.80566,62776
GAIN Clean Fuel - Johnstown,157 Vo Tech Dr,Johnstown,15904,40.4127142,-78.8372499,62906
GAIN Clean Fuel - Forrest City,3400 Commerce Dr,Forrest City,72335,35.042134,-90.810704,62907
GAIN Clean Fuel,725 Legionnaire Dr,Fredericksburg,17026,40.45023131,-76.41577569,62908
GAIN Clean Fuel - Smyrna,4960 Plant Atkinson Rd,Smyrna,30080,33.8324679,-84.4810285,62909
GAIN Clean Fuel - Sanford,2509 Cox Mill Rd,Sanford,27332,35.458359,-79.108203,62910
GAIN Clean Fuel - Tampa,8346 E Martin Luther King Blvd,Tampa,33619,27.98136,-82.360376,62911
GAIN Clean Fuel - Des Moines,1205 NE Broadway Ave,Des Moines,50313,41.64338,-93.603529,62912
GAIN Clean Fuel - St. Louis,1400 S 2nd St,St. Louis,63104,38.611125,-90.193753,62914
Kwik Trip #210,1506 Black Ave,Eau Claire,54703,44.83312,-91.44934,62915
Kwik Star #215,100 W 65th St,Davenport,52806,41.585882,-90.573456,62916
Kwik Trip #306,105 W Tyranena Park Rd,Lake Mills,53551,43.09014067,-88.90997949,62917
3G CNG,3529 Combine St,Paso Robles,93446,35.6451,-120.653671,62933
TruStar Energy - Orlando,8520 Exchange Dr,Orlando,32809,28.441552,-81.411516,62934
Love's Travel Stop #614,12605 Central Ave NW,Albuquerque,87121,35.064935,-106.784483,62996
Love's Travel Stop #553,1055 N Grand Canyon Blvd,Williams,86046,35.263617,-112.194139,62997
Kwik Trip #222,3027 E 2nd St,Superior,54880,46.698029,-92.035851,63026
Kwik Trip #242,980 S Hickory St,Fond Du Lac,54935,43.751366,-88.462334,63027
Kwik Trip #673,6325 Pepsi Way,Windsor,53598,43.194047,-89.33686,63028
Kwik Trip #250,1509 10th Pl NE,Austin,55912,43.675892,-92.953638,63029
Flint River Fuel Center,2880 State Highway 49 S,Oglethorpe,31068,32.258717,-84.085849,63210
Consumers Energy,11797 Farmington Rd,Livonia,48150,42.36969831,-83.3727889,63227
American Natural Gas,6580 Kansas Ave,Kansas City,66111,39.088255,-94.732123,63276
American Natural Gas,4200 Duncanville Rd,Dallas,75236,32.693705,-96.910233,63277
American Natural Gas,650 E Centre Park Blvd,DeSoto,75115,32.62423616,-96.84305342,63278
JEM Energy,5925 Stockberger Pl,Indianapolis,46241,39.719763,-86.264129,63446
City of Deming,1315 W Pine St,Deming,88030,32.267588,-107.774524,63447
CNG@WORK,401 Kindleberger Rd,Kansas City,66115,39.149026,-94.617479,63576
IGS CNG Services - Duchess BP,3909 Alum Creek Dr,Obetz,43207,39.888256,-82.930933,63577
Clean Energy - Winslow Flying J #612,404 Transcon Ln,Winslow,86047,35.01643,-110.675005,63579
Sparq - Pueblo,620 W 4th St,Pueblo,81003,38.270299,-104.615724,63599
Sparq - U Pump It,156 N Campus Dr,Garden City,67846,37.962455,-100.846437,63600
City of Tulsa,7952 E 33rd St S,Tulsa,74145,36.113892,-95.889587,63602
Bubble City Truck Stop,3125 Bloomfield Hwy,Farmington,87401,36.71838,-108.167694,63603
GAIN Clean Fuel - Baltimore,1601 62nd St,Baltimore,21237,39.317115,-76.531988,63627
Kimble Company,2295 Boliver Rd,Canton,44706,40.77312513,-81.39494493,63628
Clean Energy - Kansas City Fleet Services Division,5350 Municipal Ave,Kansas City,64120,39.13353,-94.523119,63664
OnCue Express #45 - Truck Stop,7850 Acre Rd,Billings,74630,36.535661,-97.33916,63665
Speedy Fuel,1492 S Lorena St,Los Angeles,90023,34.01665,-118.208679,63673
Clean Energy - La Guardia Airport,Marine Air Terminal - Building 37,Flushing,11371,40.77,-73.89,63674
Clean Energy - Houston Valero,9221 Wallisville Rd,Houston,77013,29.793882,-95.266015,63680
Clean Energy - Waco Flying J #739,2409 S New Rd,Waco,76711,31.507287,-97.145928,63681
CNG 4 America - Austin,907 E St Johns Ave,Austin,78752,30.330588,-97.701649,63757
X3Energy,14827 Weld County Rd 42,Gilcrest,80623,40.289906,-104.775176,63817
Waste Management - Santa Ana Hauling,1800 S Grand Ave,Santa Ana,92705,33.723863,-117.851938,63858
Waste Management - South Sound - Public,325 C St NW,Auburn,98001,47.31108,-122.23351,63887
Waste Management - Conroe,2749 N Loop 336 E,Conroe,77301,30.337826,-95.412461,63992
City of Douglas,1331 Pope Dr,Douglas,31533,31.490414,-82.865433,64019
7-Eleven - New Stanton Service Plaza,734 New Stanton Plaza Rd,Hunker,15639,40.206139,-79.56679,64027
Colorado Springs Utilities - X3Energy - Ward Alternative Energy,7790 Durant Dr,Colorado Springs,80920,38.945105,-104.724068,64049
Lancaster County Solid Waste Management Authority,1299 Harrisburg Pike,Lancaster,17603,40.055995,-76.327723,64057
GAIN Clean Fuel - Charlotte,4250 Trailer Dr,Charlotte,28269,35.277382,-80.809339,64203
GAIN Clean Fuel - Scranton,429 Highway 315,Pittston,18640,41.315531,-75.753889,64204
Love's Travel Stop #354,2129 Washington Rd NW,Thomson,30824,33.514228,-82.503612,64207
Love's Travel Stop #450,800 Martin Luther King Jr Dr,West Memphis,72301,35.153934,-90.138245,64208
Love's Travel Stop #266,3201 12th Ave NW,Ardmore,73401,34.188212,-97.171022,64212
Love's Travel Stop #255,214 S Highway 100,Webbers Falls,74470,35.527616,-95.119289,64213
Mansfield Clean Energy Partners,2765 Woodwin Rd,Atlanta,30360,33.916342,-84.274911,64229
Palatka Gas,900 Reid St,Palatka,32177,29.649223,-81.637954,64311
CNG Energy Partners - Lake Jackson - Public,204 Medical Dr,Lake Jackson,77566,29.026255,-95.449404,64318
Nopetro,1625 Florida SR 16,St. Augustine,32084,29.912117,-81.382638,64516
Trillium,975 Keystone Blvd,Pottsville,17901,40.7249569,-76.3171771,64522
Cedar Bus Company,401 E Amherst St,Buffalo,14215,42.938929,-78.823213,64694
Fuel-A-New,469 Rollins Industrial Ct,Ringgold,30736,34.89794,-85.121699,64707
El Dorado City Public Works,222 E 2nd Ave,El Dorado,67042,37.820438,-96.847397,64827
PSNC Energy,4077 Haywood Rd,Mills River,28759,35.3803,-82.549408,64847
American Natural Gas,3543 Highway 367,Higginson,72143,35.201617,-91.732791,64938
Washington Gas,1800 N Market St,Frederick,21701,39.4402,-77.398393,64964
Washington Gas,7685 Penn Belt Dr,Forestville,20747,38.836522,-76.874122,64965
B&H Construction,600 W Interstate Dr,Goldsby,73093,35.1505377,-97.479381,65032
American Natural Gas,34 Cady Hill Blvd,Saratoga Springs,12866,43.062221,-73.822235,65392
Piedmont Natural Gas - Anderson,1207 SC Highway 28 Bypass,Anderson,29626,34.501374,-82.684429,65417
GAIN Clean Fuel - Keystone CNG,3601 Glover Rd,Easton,18040,40.744271,-75.218923,65418
Spire Natural Gas Fueling Solutions,85 Freeman Farm Rd,Greer,29334,34.888642,-82.159227,65436
Clean Energy - Jacksonville Transportation Authority,100 N Myrtle Ave,Jacksonville,32204,30.331549,-81.678282,65440
Clean Energy - Morongo Basin Transit Authority,62405 Verbena Rd,Joshua Tree,92252,34.13767434,-116.3033363,65442
Kum & Go #414,1220 E Robinson,Springdale,72764,36.167392,-94.119169,65444
American Natural Gas,5260 W 2400 S,West Valley City,84120,40.718555,-112.019118,65521
American Natural Gas,5348 E Houston St,San Antonio,78220,29.420734,-98.386385,65522
American Natural Gas,35750 Highway 58,Buttonwillow,93206,35.400164,-119.399727,65523
GAIN Clean Fuel - Great River CNG,2314 W Mount Pleasant St,West Burlington,52655,40.827376,-91.18523,65525
Clean Energy - Centre County Recycling & Refuse Authority,100 Transfer Rd,Bellefonte,16823,40.838387,-77.787831,65538
South Jersey Gas - Wawa #8305,51 Berkeley Rd,Paulsboro,8066,39.821725,-75.240765,65547
Clean Energy - Progressive Waste Solutions,2138 Country Ln,McKinney,75069,33.169527,-96.600231,65552
Freedom CNG,303 Fallbrook Dr,Houston,77038,29.93069749,-95.42007738,65555
Kwik Trip #178,455 Concord St S,St. Paul,55125,44.883888,-93.03055,65669
City of Temple,2625 E Avenue H,Temple,76501,31.082418,-97.315536,65699
Trillium - San Francisco Airport,50 Old Bayshore Hwy,Millbrae,94030,37.604307,-122.375844,65700
X3Energy,2323 117th Ave,Greeley,80634,40.401304,-104.868073,65748
Sapp Bros Travel Center,2608 S 24th St,Council Bluffs,51501,41.235744,-95.88063,65752
Champion CNG,316 N Main St,Hennessey,73742,36.112305,-97.899292,65753
Nopetro - Central Florida Regional Transportation Authority,2713 Lynx Ln,Orlando,32804,28.574916,-81.414753,65766
Clean Energy - Atlanta Fulton Industrial Park,5955 Bakers Ferry Rd SW,Atlanta,30336,33.732199,-84.574809,65769
Clean Energy - Aviation CNG,9131 Aviation Blvd,Inglewood,90301,33.952886,-118.377315,65814
Freedom CNG,7400 W County Rd 116,Midland,79706,31.94055499,-102.1698017,66310
GAIN Clean Fuel - Dubois,301 Dubois St,Dubois,15801,41.125042,-78.765941,66465
Clean N' Green,1850 W Betteravia Rd,Santa Maria,93455,34.919891,-120.47825,66625
Poteau CNG,34042 Old Wister Hwy,Poteau,74953,35.02927,-94.647628,66683
Ross Plumbing,940 Thomas Ave,Leesburg,34748,28.823721,-81.904059,66737
EDCO Disposal - San Marcos,224 S Las Posas Rd,San Marcos,92078,33.141628,-117.193864,66757
EDCO Disposal - La Mesa,8173 Commercial St,La Mesa,91942,32.77254,-117.021643,66761
CNG Pitstop,2204 State Route 39 NW,Dover,44622,40.524816,-81.499905,66833
OnCue Express #115 - C-Store,3201 S Kelly Ave,Edmond,73013,35.626543,-97.496058,67023
American Bulk Gas,8110 Southern Blvd,Youngstown,44512,41.002876,-80.655403,67029
Sunoco A-Plus Convenience Store,1201 Airport Blvd,Pittsburgh,15231,40.494173,-80.267199,67057
GAIN Clean Fuel - Kissimmee,1907 S Poinciana Blvd,Kissimmee,34758,28.248652,-81.486722,67071
Sparq - Tulsa,13003 E Admiral Pl,Tulsa,74116,36.161696,-95.829403,67073
Shipley Energy,714 Loucks Mill Rd,York,17403,39.974852,-76.723959,67118
Ontario CNG - 76,1850 E Holt Blvd,Ontario,91761,34.063139,-117.61148,67170
Clean Energy - Lake Havasu City Pilot #211,14750 S Highway 95,Lake Havasu City,86404,34.72836089,-114.3166321,67197
Clean Energy - Pilot Travel Center #524,4650 Kansas Ave,Kansas City,66106,39.091195,-94.682103,67198
IGS CNG Services - Speedway South Bend,6161 W Brick Rd,South Bend,46628,41.738117,-86.333532,67298
GAIN Clean Fuel - Edwardsville,4120 Lakeview Corporate Dr,Edwardsville,62025,38.797138,-90.076424,67830
Clean Energy - Carlisle Flying J #708,1501 Harrisburg Pike,Carlisle,17013,40.23601,-77.122908,67844
Sparq - Watonga,320 S Clarence Nash Blvd,Watonga,73772,35.840761,-98.419831,67845
Sparq - Eaton,250 E Collins St,Eaton,80615,40.524528,-104.709098,67979
City of Rockport,1845 Stadium Dr,Rockport,78382,28.043774,-97.048122,68027
Greenville Utilities Commission - Fueling Facility #1,290 Easy St,Greenville,27834,35.651702,-77.369504,68219
GAIN Clean Fuel - Centerville,350 N Fwy Service Rd,Centerville,75833,31.207465,-95.996079,68443
CNG Energy LLC,1269 E Tucker Rd,Liberal,67901,37.069631,-100.905444,68444
Nat G CNG Solutions,8526 Vidor Ave,San Antonio,78216,29.516536,-98.471177,68600
Clean and Green CNG Technologies Corp,3004 N Main St Ext,Jamestown,14701,42.128286,-79.239695,68608
GAIN Clean Fuel - Inglewood,11144 S La Cienega Blvd,Inglewood,90304,33.933343,-118.370006,68611
Allied Clean Fuels Plaza,231 Devlin Rd,Napa,94558,38.2356194,-122.2655026,69025
American Natural Gas,445 Cherry Blossom Way,Georgetown,40324,38.273839,-84.550775,69128
OnCue Express #117 - C-Store,7400 S Sooner Rd,Oklahoma City,73135,35.392817,-97.422948,69155
OnCue Express #118 - C-Store,411 SW 4th St,Moore,73160,35.334776,-97.490921,69156
OnCue Express #120 - C-Store,4100 E 15th St,Edmond,73013,35.63815195,-97.4280287,69157
OnCue Express #122 - C-Store,1000 N Czech Hall Rd,Yukon,73099,35.478088,-97.741089,69158
Lompoc Unified School District,596 E Central Ave,Lompoc,93436,34.660758,-120.452355,69160
Greater Dickson Gas Authority,605 E Walnut St,Dickson,37055,36.070478,-87.382391,69204
Trillium - Glenwood Shell,23 Mel Ray Rd,Glenwood Springs,81601,39.561983,-107.361514,69702
EVO CNG - San Antonio,9695 W Weichold Rd,Converse,78109,29.46676,-98.295009,69824
Trillium - Holiday Stationstore #3552,21100 Kenrick Ave,Lakeville,55044,44.643241,-93.289564,69828
Trillium,637 Old Philadelphia Rd,Aberdeen,21001,39.497643,-76.169957,69829
Trillium,7940 Joliet Rd,McCook,60534,41.805516,-87.818549,69830
Crown Clean Fuels LLC,1066 W State Route 42,Brazil,47834,39.446197,-87.128195,69925
Sunoco,2300 Hill Church Houston Rd,Canonsburg,15317,40.241864,-80.18491,70105
Alternative Vehicle Service Group - Worcester,20 Quinsigamond Ave,Worcester,1608,42.251305,-71.805502,70126
City of Milwaukee - Congress Ave,3100 W Congress St,Milwaukee,53216,43.09717947,-87.95114243,70560
American Natural - Carrollton,203 Scio Rd SW,Carrollton,44615,40.5688303,-81.0930949,71062
GAIN Clean Fuel - Houston - American Fueling Systems,7530 E Orem Dr,Houston,77075,29.6257,-95.288383,71065
Clean Energy - Islip Resource Recovery Agency,4001 Veterans Memorial Hwy,Ronkonkoma,11779,40.78642,-73.105125,71421
Shell Sioux-Per Center,1212 N Main Ave,Sioux Center,51250,43.090881,-96.174499,71423
7-Eleven #23,1 NE 36th St,Oklahoma City,73105,35.508446,-97.511304,71474
City of Monterey Park,751 S Alhambra Ave,Monterey Park,91755,34.05305,-118.116522,72094
Clean Energy - Vandalia Pilot Flying J #97,175 Northwoods Blvd,Vandalia,45377,39.902119,-84.192368,72595
City of Augusta,711 Scott Nixon Memorial Dr,Augusta,30907,33.497956,-82.089662,72596
OnCue Express #119 - C-Store,2837 NW 36th St,Oklahoma City,73112,35.507948,-97.564657,73696
Kwik Trip #273,6516 Grand Ave,Duluth,55807,46.731172,-92.180261,73699
Clean Energy - Central Point Pilot #391,275 S Penninger Rd,Central Point,97502,42.37655,-122.898932,73901
City of Columbus - CNG West,5115 Krieger Ct,Columbus,43228,39.916146,-83.134395,74091
Trillium,5420 N Fruit Valley Rd,Vancouver,98660,45.661567,-122.694375,75107
Clean Energy - Stirk CNG,3400 S Newberry Rd,North Platte,69101,41.1010672,-100.7272963,75587
OnCue Express #126 - C-Store,300 S Council Rd,Oklahoma City,73128,35.462338,-97.654087,75638
American Natural - Harmar Energy Centre,2 Rich Hill Rd,Cheswick,15024,40.54965,-79.832323,75666
TruStar Energy - Fort Myers,5345 Dividend Dr,Fort Myers,33905,26.638634,-81.806279,75688
SoCalGas - Murrieta,41376 Guava St,Murrieta,92562,33.545881,-117.191846,75776
GAIN Clean Fuel - Greensburg,1564 Roseytown Rd,Greensburg,15601,40.30982,-79.508816,75801
American Natural Gas,1145 Chili Ave,Gates,14624,43.139294,-77.666717,75843
American Natural Gas,7253 Oswego Rd,Liverpool,13088,43.120271,-76.220444,75845
American Natural Gas,1560 Winchester Hwy,Fayetteville,37334,35.165628,-86.535068,75846
Love's Travel Stop #604,2700 E Highway 33,Guthrie,73044,35.87844,-97.392471,75900
American Natural Gas,10405 E 40th Ave,Denver,80239,39.773537,-104.867049,75921
IGS CNG Services - Montgomery County Solid Waste,2750 Cardington Rd,Moraine,45439,39.713376,-84.214739,76974
Riverview Land Preserve,20863 Grange Rd,Riverview,48193,42.159744,-83.212429,77051
Clean Energy - Bronx NY,1361 Ryawa Ave,Bronx,10474,40.805695,-73.880803,77158
Clean Energy - Westhampton Beach,Gabreski Airport,Westhampton Beach,11978,40.84,-72.63,77159
Dinuba Transit Center,1092 County Route J40,Dinuba,93618,36.5311181,-119.382897,77205
Clean Energy - Salt Lake City,991 W 2100 S,Salt Lake City,84101,40.725703,-111.920726,77335
Clean Energy - Homewood Disposal,1501 W 175th St,Homewood,60430,41.571315,-87.653619,77601
United Parcel Service,1320 Shore St,West Sacramento,95691,38.572721,-121.546207,77947
Go Sparq - Lawton,2098 SW 6th St,Lawton,73501,34.584172,-98.396813,78148
Sparq - El Reno,1515 S Rock Island Ave,El Reno,73036,35.514933,-97.948691,78255
Knoxville Utilities Board,1820 3rd Creek Rd,Knoxville,37921,35.966518,-83.991825,78289
GAIN Clean Fuel - Laredo,15668 N Highway 83,Laredo,78045,27.7695094,-99.4462602,78773
Trillium,121 S Stanfield Rd,Troy,45373,40.04622947,-84.23977395,79264
Trillium - Cambria County Transit Authority,502 Maple Ave,Johnstown,15901,40.334523,-78.900235,79266
Trillium - Central Pennsylvania Transportation Authority,415 Zarfoss Dr,York,17404,39.944688,-76.793636,79267
TruStar Energy - Rogue Green Fuels LLC,1125 Anthony Way,White City,97503,42.4273604,-122.8719675,79328
Kentuckiana Cleanfuel,2490 Commerce Blvd,Sharonville,45241,39.289201,-84.425955,79415
City of Chesapeake,905 Executive Blvd,Chesapeake,23320,36.755694,-76.224619,79934
OneStop Fueling,1800 W 181st St S,Mounds,74047,35.901076,-96.016824,79955
"Oreapolis Energy, LLC",108 E Bay Rd,Plattsmouth,68048,41.04622,-95.915192,80512
Trillium - Gunnison Valley Rural Transportation Authority,508 W Tomichi Ave,Gunnison,81230,38.544802,-106.932525,81564
American Natural Gas,1529 N Turnersville Rd,Buda,78610,30.0945515,-97.8111038,81766
City of Panama City,620 E 27th St,Panama City,32405,30.196844,-85.65117,81768
Snyder Brothers,90 Glade Dr,Kittanning,16201,40.815644,-79.565628,81857
Central Valley Transportation Center,20346 E Huntsman Ave,Reedley,93654,36.582318,-119.42154,82690
American Natural - Wexford Energy Centre,2619 Wexford Bayne Rd,Sewickley,15143,40.614665,-80.098711,85517
American Natural Gas,14512 Aliso Dr,Fontana,92337,34.060637,-117.488248,85854
Almeda Fuels,12317 Almeda Rd,Houston,77045,29.628285,-95.412268,85912
Piedmont Natural Gas - Hickory,3700 17th Ave Cir SW,Hickory,28602,35.70770468,-81.39436429,86009
City of Corpus Christi,5352 Ayers St,Corpus Christi,78415,27.73125,-97.429745,86108
Energy Conservation Works - Lower Valley Energy,4000 S Highway 89,Jackson,83001,43.420504,-110.774568,86948
Clean Energy - Portage Area Regional Transportation Authority,2000 Summit Rd,Kent,44240,41.136595,-81.319096,86992
American Natural Gas,110 Jefferson Ridge Pkwy,Lynchburg,24502,37.39664,-79.229086,87011
Alternative Vehicle Service Group - Concord,20 Broken Bridge Rd,Concord,3301,43.182787,-71.495001,87706
Alternative Vehicle Service Group - Framingham,15 Blandin Ave,Framingham,1702,42.275962,-71.411974,87707
OneStop Fueling - Kaw Southwind Express,11200 State Highway 11,Kaw City,74641,36.76560125,-96.88106946,87827
Blue Mark Fuels - Utility Tri-State Inc,15331 E Admiral Pl,Tulsa,74116,36.16152,-95.805875,87828
Quarles Fleet Fueling,2 Southlawn Ct,Rockville,20850,39.103618,-77.133408,88077
Trillium - Beaver County Transit Authority,131 Pleasant Dr,Aliquippa,15001,40.632915,-80.317475,88190
Mid-Kansas CNG,636 Thompson St,Kingman,67068,37.648431,-98.094183,88383
Clean Energy - Midway Pilot #92,4255 NW Highway 326,Ocala,34482,29.267909,-82.191578,88505
Chesapeake Utilities,500 Energy Ln,Dover,19904,39.1519025,-75.5070656,88600
Fullerton Joint Union High School District,1021 S Leslie St,La Habra,90631,33.919681,-117.940717,89323
Trillium - Westmoreland County Transit Authority,1823 Business Route 66,Greensburg,15601,40.371142,-79.572258,89738
American Natural Gas,4383 Leckron Rd,Modesto,95357,37.630952,-120.918922,89813
South Jersey Gas - Riggins,461 Delsea Dr,Malaga,8328,39.572621,-75.053406,89911
Clean Energy - USA Hauling and Recycling,3 Shoham Rd,East Windsor,6088,41.93118217,-72.59761565,91696
Piedmont Natural Gas - Fayetteville,4740 Corporation Dr,Fayetteville,28306,34.953342,-78.890291,91913
Kwik Star #490,7500 Nordic Dr,Cedar Falls,50613,42.470441,-92.447165,92096
City of Columbus - Central Ohio Transit Authority,1396 McKinley Ave,Columbus,43222,39.964527,-83.039256,94399
Kwik Stop - 16th St,1210 E 16th St,Dubuque,52001,42.511462,-90.656075,94574
B&H Construction,5500 W 55th St,Tulsa,74107,36.081743,-96.054325,97026
Trillium - New Castle Transit Authority,311 Mahoning Ave,New Castle,16102,40.982071,-80.356436,98522
Trillium - Crawford Area Transportation Authority,13227 Dunham Rd,Meadville,16335,41.650334,-80.172138,98710
Trillium - Lehigh and Northampton Transportation Authority,1060 Lehigh St,Allentown,18103,40.587692,-75.474566,98712
Rialto Unified School District,261 S Lilac Ave,Rialto,92376,34.09735908,-117.37883,99695
GAIN Clean Fuel - Independence Fuel Systems,8181 S Lancaster Rd,Dallas,75241,32.648858,-96.782923,100443
ASAP General Store 308,1835 SW Frank Phillips Blvd,Bartlesville,74003,36.751521,-96.000152,103895
SoCalGas - Fontana Base,16231 Valley Blvd,Fontana,92335,34.069321,-117.45157,104021
Trillium - Indiana County Transit Authority,1657 Saltsburg Ave,Indiana,15701,40.612658,-79.172436,104492
IGS CNG Services - Fairview,6411 Howard Dr,Fairview,16415,42.020202,-80.188497,105075
Blue Mark Fuels,12585 E 46th St N,Tulsa,74116,36.2210036,-95.8366605,105517
Blue Mark Fuels,800 SW 15th,Wagoner,74467,35.944482,-95.388105,105518
Seneca Landfill - Lego-V,421 Hartmann Rd,Evans City,16033,40.812004,-80.078881,117015
Clean Energy - South Jersey Gas,21 White Horse Pike,Waterford Works,8089,39.729204,-74.863836,117871
Kwik Trip #1048,341 Jefferson St E,West Salem,54669,43.893228,-91.077717,118326
CLEANCOR,670 Garnet Ave,Palm Springs,92262,33.904195,-116.552357,124553
SoCalGas - Bakersfield Base,35118 McMurtrey Ave,Bakersfield,93308,35.44379133,-119.0777035,135483
SoCalGas - Branford Base,12475 Branford St,Pacoima,91331,34.247415,-118.405835,146957
Ozinga Energy - Gary,2555 E 15th Ave,Gary,46403,41.587098,-87.302188,151885
Trillium - Centre Area Transit Authority,2081 W Whitehall Rd,State College,16801,40.761973,-77.8767,151892
Love's Travel Stop #392,2000 E Tehachapi Blvd,Tehachapi,93561,35.125636,-118.408202,151894
City of Booneville,503 E Veterans Dr,Booneville,38829,34.666545,-88.543729,153707
Codyco,2101 Dennisville-Petersburg Rd,Woodbine,8270,39.224956,-74.774461,155590
South Jersey Gas,650 Shunpike Rd,Burleigh,8210,39.052532,-74.851683,156339
Consumers Energy,5091 S Dort Hwy,Flint,48507,42.957467,-83.652711,163399
