Station Name,Street Address,City,State,ZIP,Station Phone,Access Code,Groups With Access Code,Latitude,Longitude,ID
Kwik Trip #403,2270 46th St NW,Owatonna,MN,55060,507-446-8176,public,Public,44.140319,-93.252685,49284
Freedom CNG,6000 Debbielou Gardens Dr,Houston,TX,77034,281-484-3875,public,Public - Credit card at all times,29.6189478,-95.1903621,49286
Kwik Trip #679,4220 County Rd J,Sheboygan,WI,53083,920-803-2078,public,Public,43.790766,-87.761889,49292
Kwik Trip #396,W229 N2086 Redford Blvd,Waukesha,WI,53186,262-446-2032,public,Public,43.05884469,-88.20480067,49293
Dominion Energy - Exxon - Get 'N Go,1640 Elk St,Rock Springs,WY,82901,800-767-1689,public,Public - Credit card at all times,41.613426,-109.230026,49294
Clean Energy - Quarles - Washington Dulles International Airport,45149 Old Ox Rd,Sterling,VA,20166,866-809-4869,public,Public - Credit card at all times,38.97776,-77.438304,49302
Lemoore Area School District,857 Iona Ave,Lemoore,CA,93245,559-924-6640,public,Public - Credit card at all times,36.282461,-119.793046,49541
Rocky Mountain C-Stores - Parachute,201 Columbine Ct,Parachute,CO,81635,970-285-7656,public,Public - Credit card at all times,39.453505,-108.046509,49543
Enmarket Travel Center,7002 GA Highway 21,Port Wentworth,GA,31407,,public,Public - Credit card at all times,32.189249,-81.192721,49545
CNG America - Lehi,160 N 850 E,Lehi,UT,84043,801-389-6232,public,Public - Credit card at all times,40.389797,-111.835339,49550
Sublette School District #1,10095 Highway 191,Pinedale,WY,82941,307-367-5510,public,Public - Credit card at all times,42.8666284,-109.8923465,49551
IGS CNG Services - Speedway,2500 Royal Ave,Monona,WI,53713,608-221-0328  877-742-4476,public,Public - Credit card at all times,43.043029,-89.352921,50036
Spire Inc,402 Cedar St,St. Joseph,MO,64501,816-756-5252,public,Public - Credit card at all times,39.741662,-94.855413,50047
Piedmont Natural Gas - Winston-Salem,2300 Lowery St,Winston-Salem,NC,27101,800-752-7504,public,Public - Credit card at all times,36.093837,-80.209155,50048
South Jersey Gas - Lindenwold,2500 Old Egg Harbor Rd,Lindenwold,NJ,8021,866-278-3674,public,Public - Credit card at all times,39.811305,-74.96135,50049
Clean N' Green,1224 Hayes Blvd,Bristol,PA,19007,800-331-3441,public,Public - Credit card at all times,40.121713,-74.85754,50050
Clean Energy - King of Prussia,113 N Gulph Rd,King of Prussia,PA,19406,866-809-4869,public,Public - Credit card at all times,40.085404,-75.390522,50051
CNG 4 America - Bryan,2890 N Harvey Mitchell Pkwy,Bryan,TX,77807,888-560-5556  979-778-9345,public,Public - Credit card at all times,30.725159,-96.425728,50052
CNG 4 America - Katy,24985 Katy Fwy,Katy,TX,77494,888-560-5556  281-395-0515,public,Public - Credit card at all times,29.784231,-95.800795,50053
CNG 4 America - Rosenberg,26111 Southwest Fwy,Rosenberg,TX,77471,888-560-5556  832-595-9772,public,Public - Credit card at all times,29.533464,-95.776052,50055
Waste Management - Clean N' Green,13793 Redwood Ave,Chino,CA,91710,800-331-3441,public,Public - Credit card at all times,34.002873,-117.686257,50240
Pensacola Energy - Pine Forest,6722 Pine Forest Rd,Pensacola,FL,32526,850-474-5307,public,Public - Credit card at all times,30.477803,-87.304989,50259
Trillium,550 Southrock Dr,Rockford,IL,61102,800-920-1166,public,Public - Credit card at all times,42.22456,-89.109935,50261
OnCue Express #112 - C-Store,13600 N Western Ave,Oklahoma City,OK,73114,405-752-4597,public,Public,35.608029,-97.530713,50268
Zeit Energy - Atmos Energy,1540 Tech Center Pkwy,Arlington,TX,76014,817-223-1401,public,Public - Credit card at all times,32.68081,-97.087869,50272
Star Valley Gas,122 N Washington St,Afton,WY,83110,307-884-8182,public,Public - Credit card at all times,42.734146,-110.934037,50282
Domino Express #1,1709 S Highway 183,Clinton,OK,73601,580-323-0341,public,Public - Credit card at all times,35.490972,-98.967096,50646
Northeast Oklahoma Public Facilities Authority - Stilwell,81075 Highway 59,Stilwell,OK,74960,918-696-4177,public,Public - Credit card at all times,35.83873071,-94.63101433,50648
Dandy Mini-Mart,474 Reuter Blvd,Towanda,PA,18848,570-265-6380,public,Public,41.787689,-76.453971,50649
TruStar Energy - Houston,2109 McCue Rd,Houston,TX,77056,253-561-2870,public,Public - Credit card at all times,29.74492336,-95.46390671,51035
American Natural Gas,2125 Sanders Rd,Conway,AR,72032,866-264-6220,public,Public - Credit card at all times,35.106478,-92.43572,51466
American Natural Gas,1490 S County Rd 700 W,Frankfort,IN,46041,866-264-6220,public,Public - Credit card at all times,40.185035,-86.53319,51470
American Natural Gas,8701 Colonel H Weir Cook Memorial Dr,Indianapolis,IN,46241,866-264-6220,public,Public - Credit card at all times,39.6998963,-86.31425446,51471
Piedmont Natural Gas - Spartanburg,501 W Blackstock Rd,Spartanburg,SC,29301,800-752-7504,public,Public - Credit card at all times,34.94618,-81.996914,51479
Clean Energy - Palm Desert Burrtec Waste,41575 Eclectic St,Palm Desert,CA,92260,866-809-4869,public,Public - Credit card at all times,33.744086,-116.358858,51599
ReFuel Sacramento,8550 Fruitridge Rd,Sacramento,CA,95826,916-455-2800,public,Public - Card key after hours,38.525206,-121.387843,51600
Clean Energy - Orlando Airport,6155 Cargo Rd,Orlando,FL,32827,866-809-4869,public,Public - Credit card at all times,28.442255,-81.300819,51604
Con Edison - Eastview Service Center,315 Old Saw Mill River Rd,Valhalla,NY,10595,914-789-6723,public,Public - Card key at all times,41.08183,-73.825183,51610
Trillium,1905 Prospect Ct,Appleton,WI,54914,800-920-1166,public,Public - Credit card at all times,44.245683,-88.483089,51612
Athens Utilities Board,1818 Holiday Dr,Athens,TN,37303,423-745-4501,public,Public - Credit card at all times,35.467829,-84.644781,51621
Pensacola Energy - Ellyson Industrial Park,3320 Copter Rd,Pensacola,FL,32514,850-474-5307,public,Public - Credit card at all times,30.527696,-87.198188,51875
City of Augusta,3035 Tobacco Rd,Hephzibah,GA,30815,706-829-1273,public,Public - Credit card at all times,33.392931,-82.11295,51876
CNG Source Fueling,7005 Brookville Rd,Indianapolis,IN,46239,317-353-8241,public,Public - Credit card at all times,39.754424,-86.047376,51878
City of Columbus - CNG North,2333 Morse Rd,Columbus,OH,43229,614-900-7470,public,Public - Credit card at all times,40.059311,-82.956922,51881
"GAIN Clean Fuel - Brookville - ""O"" Ring CNG Fuels Systems",228 Allegheny Blvd,Brookville,PA,15825,814-590-4498  800-438-7912,public,Public - Credit card at all times,41.167076,-79.097076,51882
Kwik Trip #887,4735 Converters Dr,Appleton,WI,54913,920-830-3189,public,Public,44.288733,-88.477893,51885
American Natural Gas,523 Perry Pkwy,Perry,GA,31069,866-264-6220,public,Public - Credit card at all times,32.492435,-83.740402,52202
Ozinga Energy - Des Plaines,200 Jarvis Ave,Des Plaines,IL,60018,888-656-0141,public,Public - Credit card at all times,42.012901,-87.924312,52203
Homewood Disposal Services - Gary,400 E Blaine St,Gary,IN,46406,708-798-1004,public,Public - Credit card at all times,41.605516,-87.429389,52204
American Natural Gas,1767 S Old US 41,Vincennes,IN,47591,866-264-6220,public,Public - Credit card at all times,38.650869,-87.530561,52206
CNG Services LLC,2950 N Ohio St,Wichita,KS,67219,816-532-4750,public,Public - Credit card at all times,37.737099,-97.32375,52207
Memphis Light Gas and Water - South Center,3071 S Center Dr,Memphis,TN,38109,901-320-1062,public,Public - Credit card at all times,35.066272,-90.052743,52211
American Natural Gas,1606 Exchange Pkwy,Waco,TX,76712,866-264-6220,public,Public - Credit card at all times,31.499498,-97.173412,52214
GAIN Clean Fuel - Green Bay,1618 Velp Ave,Green Bay,WI,54303,800-438-7912,public,Public - Credit card at all times,44.548802,-88.04744,52215
Kwik Trip #456,2145 County Highway Pb,Verona,WI,53593,608-848-9040,public,Public,42.971256,-89.512884,52216
City of Athens - Gas Department,1755 Trigreen Dr,Athens,AL,35611,256-434-6122,public,Public - Credit card at all times,34.818951,-86.942404,52482
Ozinga Energy - Lumber St,2222 S Lumber St,Chicago,IL,60616,888-656-0141,public,Public - Credit card at all times,41.852403,-87.642494,52485
Ozinga Energy - Mokena,19001 Old LaGrange Rd,Mokena,IL,60448,888-656-0141,public,Public - Credit card at all times,41.54544,-87.849906,52486
American Natural Gas,510 S Post Rd,Indianapolis,IN,46239,866-264-6220,public,Public - Credit card at all times,39.761489,-86.008987,52487
American Natural Gas,290 Yost Dr,Lafayette,IN,47941,866-264-6220,public,Public - Credit card at all times,40.37502677,-86.77827656,52488
Kwik Trip #681,4400 O'Day Ave NE,St. Michael,MN,55376,763-497-2447,public,Public,45.217806,-93.598222,52490
River Valley Transit,1550 W 3rd St,Williamsport,PA,17701,570-326-2500,public,Public - Credit card at all times,41.237004,-77.038235,52495
Love's Travel Stop #294,8800 S Polk St,Dallas,TX,75232,972-224-5970,public,Public,32.645801,-96.840907,52496
Love's Travel Stop #281,200 Garden Acres Dr,Fort Worth,TX,76140,817-293-5118,public,Public,32.598649,-97.317542,52497
Love's Travel Stop #315,3940 N McCarty St,Houston,TX,77013,713-670-0235,public,Public,29.797098,-95.267537,52498
Love's Travel Stop #234,612 Pederson Rd,Katy,TX,77493,281-391-5556,public,Public,29.779825,-95.881549,52499
GAIN Clean Fuel - Longview,131 Pittman Rd,Longview,TX,75602,903-753-0242  800-438-7912,public,Public - Credit card at all times,32.4532,-94.706348,52500
Love's Travel Stop #486,7401 S Choctaw Rd,Choctaw,OK,73020,405-391-3855,public,Public,35.395749,-97.267868,52501
Love's Travel Stop #283,1990 E I-30,Rockwall,TX,75087,972-722-3178,public,Public,32.917907,-96.419128,52502
Love's Travel Stop #242,11361 I-35 Access Rd,Von Ormy,TX,78073,210-623-2329,public,Public,29.31101,-98.617826,52503
Kwik Trip #871,5821 Green Valley Rd,Oshkosh,WI,54904,920-232-1278,public,Public,44.100798,-88.541833,52506
American Natural Gas,9234 E Highland Dr,Jonesboro,AR,72401,866-264-6220,public,Public - Credit card at all times,35.821863,-90.570635,52681
Ryder Systems Inc,1440 Main St,Orange,CA,92867,714-289-0410,public,Public - Credit card at all times,33.81151,-117.868017,52683
Trillium,5030 50th St,Tampa,FL,33619,800-920-1166,public,Public - Credit card at all times,27.895255,-82.401746,52685
DeKalb County - Central,3720 Leroy Scott Dr,Decatur,GA,30032,404-297-4434,public,Public - Credit card at all times,33.771564,-84.239687,52686
Clean Energy - ABC Disposal,1069 Shawmut Ave,New Bedford,MA,2746,866-809-4869,public,Public - Credit card at all times,41.662033,-70.949338,52687
Clean Energy - Pembroke,10 Cooperative Way,Pembroke,NH,3275,866-809-4869,public,Public - Credit card at all times,43.174856,-71.485967,52688
Get-Go - Cranberry,1737 State Route 228,Cranberry Township,PA,16066,724-741-2380,public,Public,40.686369,-80.086299,52689
American Natural - Energy Centre,73 E Carson St,Pittsburgh,PA,15219,412-471-1529,public,Public,40.431028,-80.001116,52691
CNG America - Bells Silver Creek - Sinclair,7102 Silver Creek Rd,Park City,UT,84098,435-649-9243  801-389-6233,public,Public - Credit card at all times,40.733902,-111.499306,52695
Clean N' Green,2137 W Williams Dr,Phoenix,AZ,85027,800-331-3441,public,Public - Credit card at all times,33.690096,-112.105899,52992
Reliance Alternative Fuel,2805 SE 32nd Ave,Ocala,FL,34471,352-390-8039,public,Public - Credit card at all times,29.165471,-82.092855,52994
PSNC Energy,2451 Schieffelin Rd,Apex,NC,27502,877-776-2427,public,Public - Credit card at all times,35.723225,-78.83186,52999
PSNC Energy,66 N Chatham Pkwy,Chapel Hill,NC,27517,877-776-2427,public,Public - Credit card at all times,35.848953,-79.08542,53000
Kwik Trip #334,1271 River Dr N,Mankato,MN,56001,507-625-4190,public,Public,44.18791,-94.012676,53003
Wayne Township Landfill,267 Fritz Rd,Lock Haven,PA,17745,570-769-6977,public,Public,41.158541,-77.348758,53005
Dandy Mini-Mart,1131 Elmira St,Sayre,PA,18840,570-888-8288,public,Public - Credit card at all times,41.966439,-76.534294,53006
Kwik Trip #696,940 Baldwin Plaza Dr,Baldwin,WI,54002,715-684-5145,public,Public,44.941101,-92.373596,53007
Kwik Trip #326,3123 S Highway 51,Janesville,WI,53546,608-752-3354,public,Public,42.634544,-89.030406,53008
IGS CNG Services - Bridgeport Exxon,50 Genesis Blvd,Bridgeport,WV,26330,877-742-4476,public,Public - Credit card at all times,39.321599,-80.229699,53009
City of Blythe - Palo Verde Valley Transit,201 W 14th Ave,Blythe,CA,92225,760-922-1140,public,Public - Credit card at all times,33.603063,-114.598023,53312
Kwik Stop BP - 16th St,1215 E 16th St,Dubuque,IA,52001,563-557-5180,public,Public - Credit card at all times,42.512003,-90.656218,53313
Gaubert Food Marts Inc,551 S Van Ave,Houma,LA,70363,985-580-3339,public,Public,29.577119,-90.710145,53316
Stirk CNG - Sapp Bros Travel Center,6001 Cornhusker Hwy,Lincoln,NE,68507,402-464-0110,public,Public,40.862915,-96.637825,53320
GAIN Clean Fuel - Akron,1195 S Arlington St,Akron,OH,44306,800-438-7912,public,Public - Credit card at all times,41.03974,-81.49017,53321
Kalmbach Clean Fuels,11790 Highway 4,Upper Sandusky,OH,43351,419-294-3838,public,Public - Credit card at all times,40.9016698,-83.3450467,53322
CNG Fuel LLC,20511 Paint Blvd,Shippenville,PA,16254,814-470-4264,public,Public - Credit card at all times,41.228814,-79.431538,53324
Kwik Trip #499,15700 W Small Rd,New Berlin,WI,53151,262-641-7452,public,Public - Credit card at all times,42.94468,-88.110351,53327
Gordy's Express,2501 S Main St,Rice Lake,WI,54868,715-234-6518,public,Public - Credit card at all times,45.474701,-91.734468,53328
Cullman - Jefferson Gas,1550 County Rd 715,Hanceville,AL,35077,256-737-1600,public,Public - Credit card at all times,34.132047,-86.815607,53619
Trillium,1120 E Paige Ave,Tulare,CA,93274,800-920-1166,public,Public - Credit card at all times,36.182337,-119.330196,53625
American Natural Gas,2920 Silver Star Rd,Orlando,FL,32808,866-264-6220,public,Public - Credit card at all times,28.577246,-81.422051,53626
American Fueling Systems - Covington Green Fuels Facility,10010 City Pond Rd,Covington,GA,30014,678-459-7714,public,Public - Credit card at all times,33.618609,-83.843952,53627
American Natural Gas,6533 State Rd 38 E,Lafayette,IN,47905,866-264-6220,public,Public - Credit card at all times,40.373562,-86.780228,53628
Trillium - EZ Mart,338 State Highway 594,Monroe,LA,71201,800-920-1166,public,Public - Credit card at all times,32.493311,-91.989868,53629
American Natural Gas,9960 Brookford St,Charlotte,NC,28273,866-264-6220,public,Public - Credit card at all times,35.122229,-80.943483,53630
PSNC Energy,1315 Old Oxford Rd,Durham,NC,27704,877-776-2427,public,Public - Credit card at all times,36.052683,-78.873913,53631
City of Deming,116 N 8th St,Deming,NM,88030,575-694-0199,public,Public - Credit card at all times,32.267665,-107.768747,53632
Trillium - Mirabito,90 Barlow Rd,Kirkwood,NY,13904,866-488-1700,public,Public - Credit card at all times,42.102397,-75.839707,53633
Trillium - Kenton Agriculture Campus Expansion,125 Bales Rd,Kenton,OH,43326,800-920-1166,public,Public - Credit card at all times,40.632595,-83.595769,53634
Trillium,402 N 1st St,Nashville,TN,37207,800-920-1166,public,Public - Credit card at all times,36.178328,-86.774899,53636
American Natural Gas,2225 S Pullman Rd,Amarillo,TX,79118,866-264-6220,public,Public - Credit card at all times,35.189976,-101.706309,53637
American Natural Gas,925 Patton Rd,Rosenberg,TX,77471,866-264-6220,public,Public - Credit card at all times,29.56087077,-95.88803102,53641
American Natural Gas,9422 I-20 S Frontage Rd,Sweetwater,TX,79556,866-264-6220,public,Public - Credit card at all times,32.449963,-100.447589,53642
EVO CNG - Oak Creek,7155 1st St,Oak Creek,WI,53154,800-920-1166,public,Public - Credit card at all times,42.914519,-87.914352,53645
IGS CNG Services - Charleston,10 Spring St,Charleston,WV,25302,877-742-4476,public,Public - Credit card at all times,38.35893,-81.627186,53646
X3Energy,1200 S Sherman St,Longmont,CO,80501,844-304-9800,public,Public - Credit card at all times,40.145567,-105.115579,53750
Kwik Star #732,324 Fletcher Ave,Waterloo,IA,50701,319-233-2989,public,Public,42.488499,-92.367561,53751
Carrollton Utilities,225 6th St,Carrollton,KY,41008,502-732-7055,public,Public,38.680886,-85.178098,53753
Freedom Fuels,501 W 70th St,Shreveport,LA,71106,318-683-3901,public,Public - Credit card at all times,32.441468,-93.765558,53754
Kwik Trip #662,3145 Dodd Rd,Eagan,MN,55121,651-405-8543,public,Public,44.843646,-93.123553,53757
Clean Energy - Lee's Summit School District,500 SE Transport Dr,Lee's Summit,MO,64081,866-809-4869,public,Public - Credit card at all times,38.89357,-94.36045,53759
Clean N' Green,1450 Country Club Dr,Jackson,MS,39209,800-331-3441,public,Public - Credit card at all times,32.34776,-90.247321,53760
Clean N' Green,2712 Lowell Rd,Gastonia,NC,28054,800-331-3441,public,Public - Credit card at all times,35.279545,-81.120447,53761
Trillium - Speedway LLC,521 S Main St,Mt. Vernon,OH,43050,800-920-1166,public,Public - Credit card at all times,40.387298,-82.486446,53763
Clean N' Green,910 W Pennsylvania Ave,Pen Argyl,PA,18072,800-331-3441,public,Public - Credit card at all times,40.860729,-75.27151,53766
Clean N' Green,1428 Antioch Pike,Nashville,TN,37013,800-331-3441,public,Public - Credit card at all times,36.081876,-86.686034,53767
United Ag Co-op,909 S Wharton St,El Campo,TX,77437,979-543-7756,public,Public - Credit card at all times,29.19012,-96.260909,53773
Freedom CNG,7155 High Life Dr,Houston,TX,77066,281-484-3875,public,Public - Credit card at all times,29.94421672,-95.52226647,53775
Kwik Trip #416,2618 Monroe Rd,De Pere,WI,54115,920-339-4652,public,Public,44.453927,-87.995461,53777
Trillium,1121 Radisson Rd,Green Bay,WI,54302,800-920-1166,public,Public - Credit card at all times,44.525122,-87.991577,53778
Kwik Trip #674,6107 3M Dr,Menomonie,WI,54751,715-235-8755,public,Public,44.901294,-91.856412,53779
Kwik Trip #422,9535 S 13th St,Oak Creek,WI,53154,414-762-2370,public,Public,42.87166,-87.933821,53780
Kwik Trip #202,5339 Harding Ave,Plover,WI,54467,715-344-7252,public,Public,44.42734,-89.515467,53781
Kwik Trip #204,4701 Rib Mountain Dr,Wausau,WI,54401,715-843-5090,public,Public,44.91394,-89.64836,53782
American Natural Gas,2323 W Pleasant Center Rd,Fort Wayne,IN,46819,866-264-6220,public,Public - Credit card at all times,40.96013571,-85.16642795,60039
American Natural Gas,2240 N Michigan Ave,Greensburg,IN,47240,866-264-6220,public,Public - Credit card at all times,39.357391,-85.510285,60040
American Natural Gas,420 Stevens Way,Seymour,IN,47274,866-264-6220,public,Public - Credit card at all times,38.958804,-85.837944,60043
American Natural Gas,2720 Needmore Rd,Dayton,OH,45414,866-264-6220,public,Public - Credit card at all times,39.81954,-84.180457,60045
American Natural Gas,5343 Distribution Dr,Findlay,OH,45840,866-264-6220,public,Public - Credit card at all times,41.089949,-83.639102,60046
Love's Travel Stop #332,10145 Avon Lake Rd,Burbank,OH,44214,330-624-1000,public,Public,40.995903,-81.993874,60084
Love's Travel Stop #200,6930 I-40 E,Amarillo,TX,79118,806-373-7775,public,Public,35.191937,-101.760916,60085
Shop A Lott #20,201 Highway 3175,Natchitoches,LA,71457,318-357-1436,public,Public,31.784139,-93.08731,60087
Clean Energy - City of Columbia,1900 Lake Ridgeway Rd,Columbia,MO,65202,866-809-4869,public,Public - Credit card at all times,38.971499,-92.294316,60113
American Natural Gas,5625 SW Wenger St,Topeka,KS,66609,866-264-6220,public,Public - Credit card at all times,38.96627012,-95.70049483,60117
American Natural Gas,5800 Mesa Dr,Houston,TX,77028,866-264-6220,public,Public - Credit card at all times,29.816425,-95.256051,60119
American Natural Gas,4155 Walden Ave,Lancaster,NY,14086,866-264-6220,public,Public - Credit card at all times,42.922551,-78.628437,60157
Spire Natural Gas Fueling Solutions,4231 Cypress Rd,St. Ann,MO,63074,844-499-5682,public,Public - Credit card at all times,38.738623,-90.387748,60208
Questar Gas - JR's Truck Stop,2635 N Fwy Dr,Cedar City,UT,84721,435-586-0498  435-559-0905,public,Public - Credit card at all times,37.72495,-113.056978,60210
Trillium - Magic Truck Stop,4590 Fulton Industrial Blvd,Atlanta,GA,30336,678-665-8928,public,Public - Credit card at all times,33.76147911,-84.53619239,60213
EVO CNG - Tolleson,8301 W Sherman St,Tolleson,AZ,85353,800-920-1166,public,Public - Credit card at all times,33.440305,-112.23895,60253
American Natural Gas,19765 US Highway 287 E,Harrold,TX,76364,866-264-6220,public,Public - Credit card at all times,34.071417,-99.009382,60257
Trillium - San Jose Junction,2265 Junction Ave,San Jose,CA,95131,800-920-1166,public,Public - Credit card at all times,37.386235,-121.917452,60258
Trillium - A&R Transport,1300 Meacham Rd,Fort Worth,TX,76106,800-920-1166,public,Public - Credit card at all times,32.824385,-97.336689,60260
American Natural Gas,3050 Fredericksburg Rd,Kerrville,TX,78028,866-264-6220,public,Public - Credit card at all times,30.077401,-99.107463,60261
Kentuckiana Cleanfuel,6200 Geil Ln,Louisville,KY,40219,502-452-6312,public,Public - Credit card at all times,38.15677331,-85.68036824,60263
GAIN Clean Fuel - Fairless Hills,375 Newbold Rd,Fallsington,PA,19054,800-438-7912  800-876-4526,public,Public - Credit card at all times,40.191991,-74.794534,60265
Clean Energy - Fontana Truck Stop,14230 Valley Blvd,Fontana,CA,92335,866-809-4869,public,Public - Credit card at all times,34.07117,-117.494601,60266
Clean Energy - Pontoon Beach Flying J #645,1310 E Chain of Rocks Rd,Pontoon Beach,IL,62040,866-809-4869,public,Public - Credit card at all times,38.76094,-90.066043,60267
1 VRCNG,1 Valley Rd,Port Washington,NY,11050,516-883-8484,public,Public - Credit card after hours,40.841918,-73.69519,60271
GAIN Clean Fuel - Great River CNG,301 W Ferguson,Wood River,IL,62095,800-438-7912,public,Public - Credit card at all times,38.86083,-90.103495,60426
American Natural Gas,1001 S 65th Ave,Phoenix,AZ,85043,866-264-6220,public,Public - Credit card at all times,33.439981,-112.197459,60681
New Jersey Natural Gas - Middletown Public Works,54 Kanes Ln,Middletown,NJ,7748,732-919-8000,public,Public - Credit card at all times,40.387923,-74.085991,60682
New Jersey Natural Gas - Shore Point Distributing Co,850 Route 33 Business,Freehold,NJ,7728,732-919-8000,public,Public - Credit card at all times,40.247319,-74.24322,60684
New Jersey Natural Gas - Waste Management,1298 Industrial Way,Toms River,NJ,8755,732-919-8000,public,Public - Credit card at all times,39.989815,-74.258336,60685
Trillium - Honda Parkway,19600 State Route 739,Marysville,OH,43040,800-920-1166,public,Public - Credit card at all times,40.27821,-83.530973,60713
Arkansas Oklahoma Gas Corp,4315 Savannah St,Fort Smith,AR,72903,479-783-3181,public,Public - Credit card at all times,35.335799,-94.384145,60818
Lafayette Consolidated Government,1515 E University Ave,Lafayette,LA,70501,337-291-8517,public,Public - Credit card at all times,30.209862,-92.002378,60836
Norwich Public Utilities,168 W Town St,Norwich,CT,6360,860-823-4508,public,Public - Credit card at all times,41.554634,-72.107836,60841
Clean Energy - Rex Oil Conoco,6185 N Broadway,Denver,CO,80216,866-809-4869,public,Public - Credit card at all times,39.808528,-104.988185,60947
Classic Clean Fuels,2501 William D Tate Ave,Grapevine,TX,76051,817-410-6184,public,Public - Credit card after hours,32.908891,-97.097076,61118
Town of Hornbeck,190 Nona St,Leesville,LA,71446,318-729-5045,public,Public - Credit card at all times,31.151717,-93.265081,61119
Blue Energy Fuels,573 W 3rd St,Grove,OK,74344,918-641-2583,public,Public - Credit card at all times,36.594241,-94.778273,61152
Clean Energy - City of Commerce,5926 Sheila St,Commerce,CA,90040,866-809-4869,public,Public - Credit card at all times,34.002506,-118.170811,61161
Clean Energy - Fort Worth South,1075 Everman Pkwy,Fort Worth,TX,76140,866-809-4869,public,Public - Credit card at all times,32.627591,-97.314361,61167
Clean Energy - Mesquite,3735 Forney Rd,Mesquite,TX,75149,866-809-4869,public,Public - Credit card at all times,32.789008,-96.652678,61168
CNG 4 America - Baytown,15021 E Fwy Service Rd,Cove,TX,77523,888-560-5556,public,Public - Credit card at all times,29.830522,-94.804667,61169
Truck 'N Travel CFN #746,65 N Seneca Rd,Eugene,OR,97402,541-868-2880,public,Public - Credit card at all times,44.0611,-123.139405,61175
Lewisville CNG,34089 State Route 78,Lewisville,OH,43754,740-228-1267,public,Public - Credit card at all times,39.763889,-81.20266,61179
Caldwell CNG,43925 Marietta Rd,Caldwell,OH,43724,740-228-1267,public,Public - Credit card at all times,39.733274,-81.520186,61180
New Concord CNG,706 S Friendship Dr,New Concord,OH,43762,740-228-1267,public,Public - Credit card at all times,39.983364,-81.7327,61192
IGS CNG Services - Girard - Mr. Fuel,2840 Salt Springs Rd,Girard,OH,44420,877-742-4476,public,Public - Credit card at all times,41.138468,-80.71885,61194
IGS CNG Services - Marengo,461 State Route 61,Marengo,OH,43334,877-742-4476,public,Public - Credit card at all times,40.370911,-82.829363,61195
Bluewater Area Transit,516 S Parker St,Marine City,MI,48039,810-987-7373,public,Public - Credit card at all times,42.713827,-82.500406,61196
IGS CNG Services - Findlay - Speedway,3730 Speedway Dr,Findlay,OH,45840,877-742-4476,public,Public - Credit card at all times,41.086807,-83.657436,61206
Bluewater Area Transit,1520 Hancock St,Port Huron,MI,48060,810-987-7373,public,Public - Credit card at all times,43.001777,-82.437865,61342
Bluewater Area Transit,15041 Downey Rd,Capac,MI,48014,810-987-7373,public,Public - Credit card at all times,43.024298,-82.932476,61343
Clean Energy - Napa Petroleum,2008 Redwood Rd,Napa,CA,94558,866-809-4869,public,Public - Credit card at all times,38.321254,-122.310848,61367
Clean Energy - ReFuel San Jose,1170 N 4th St,San Jose,CA,95112,866-809-4869,public,Public - Credit card at all times,37.360196,-121.903733,61368
Clean Energy - Lathrop Food Express Inc,1262 E Madruga Rd,Lathrop,CA,95330,866-809-4869,public,Public - Credit card at all times,37.788561,-121.288932,61369
GAIN Clean Fuel - Sturtevant,611 S Sylvania Ave,Sturtevant,WI,53177,800-438-7912,public,Public - Credit card at all times,42.728832,-87.955196,61371
GAIN Clean Fuel - Joliet,1747 Irish Indian Trail,Joliet,IL,60436,800-438-7912,public,Public - Credit card at all times,41.490715,-88.141163,61372
GAIN Clean Fuel - Bolingbrook,550 Stevenson Dr,Bolingbrook,IL,60440,800-438-7912,public,Public - Credit card at all times,41.682105,-88.063841,61373
Stackhouse CNG,2635 US Route 322,Orwell,OH,44076,330-727-1759  440-812-4349,public,Public - Credit card at all times,41.535534,-80.844365,61387
Clean Energy - San Antonio Flying J #737,1815 N Foster Rd,San Antonio,TX,78244,866-809-4869  210-666-2266,public,Public - Credit card at all times,29.446369,-98.362307,61388
GAIN Clean Fuel - Columbus,1710 Atlas St,Columbus,OH,43228,800-438-7912,public,Public - Credit card at all times,39.983902,-83.142073,61427
City of Redlands,1270 W Park Ave,Redlands,CA,92373,909-798-7567,public,Public - Credit card at all times,34.059452,-117.201618,61431
PG&E - Martin Service Center,3100 Geneva Ave,Daly City,CA,94014,800-684-4648,public,Public - Card key at all times,37.705824,-122.411218,61447
GAIN Clean Fuel - Santa Ana,1601 E 1st St,Santa Ana,CA,92701,800-438-7912,public,Public - Credit card at all times,33.745814,-117.84668,61481
GAIN Clean Fuel - Middleton Farmers Co-op Co,1755 Pleasant View Rd,Middleton,WI,53562,800-438-7912,public,Public - Credit card at all times,43.09407,-89.534911,61534
Tesei Petroleum,1300 S Gateway Dr,Madera,CA,93637,559-673-3597,public,Public - Call ahead,36.950158,-120.04964,61537
GAIN Clean Fuel - Indianapolis,8781 Zionsville Rd,Indianapolis,IN,46268,800-438-7912,public,Public - Credit card at all times,39.913404,-86.259803,61611
Sevier County Utility District,420 Robert Henderson Rd,Sevierville,TN,37862,865-453-3272,public,Public - Credit card at all times,35.869632,-83.540182,61650
Trillium,13233 Cornhusker Rd,Omaha,NE,68138,800-920-1166,public,Public - Credit card at all times,41.161411,-96.120182,61661
Shell - Food Mart #23,1600 US Highway 11 S,Meridian,MS,39307,601-693-7305,public,Public,32.347423,-88.736754,61680
